Date,Year,Month,Month_Name,Week,Day_Of_Week,Day_Name,Is_Weekend,Special_Event,Is_Special_Event,Is_OSU_Football,Is_Holiday,Group_Rooms_On_Books,Group_Events_Inhouse,Transient_Rooms_Available,Transient_Demand_Unconstrained,Transient_Rooms_Sold,Transient_Rooms_Turned_Away,Transient_ADR,Transient_Occ_Of_Available,Transient_Revenue,Transient_Yield_Pct,Total_Rooms_Sold,Rooms_to_Capacity,Total_Occupancy_Pct,Transient_RevPAR,Displacement_Cost_Per_Room,Total_Displacement_Cost,Displacement_Pressure,Demand_Tier,Demand_Tier_3,Rate_Strategy,Market_Occ_Pct,Market_ADR,ADR_Index,Market_RevPAR,Transient_Pace_7d,Transient_Pace_14d,Transient_Pace_30d,Pace_Index,Pace_vs_Prior_Year,Pace_Status
2026-04-11,2026,4,Apr,15,5,Saturday,1,,0,0,0,0,0,220,172,172,0,180.52,78.18,31050.08,78.18,172,48,78.18,141.14,180.52,0.0,Low,Shoulder,Shoulder,Standard,73.88,175.59,1.03,129.72,172,172,172,0.97,-0.01,Ahead
2026-04-12,2026,4,Apr,15,6,Sunday,1,,0,0,0,0,0,220,188,188,0,179.07,85.45,33664.42,85.45,188,32,85.45,153.02,179.07,0.0,Low,Shoulder,Shoulder,Standard,75.44,178.6,1.0,134.74,188,188,188,1.06,0.11,Behind
2026-04-13,2026,4,Apr,16,0,Monday,0,,0,0,0,90,1,130,101,101,0,191.51,77.69,19342.35,77.69,191,29,86.82,87.92,191.51,2548.24,Medium,Shoulder,Shoulder,Standard,71.9,192.29,1.0,138.26,101,101,101,1.15,0.01,Ahead
2026-04-14,2026,4,Apr,16,1,Tuesday,0,,0,0,0,90,1,130,119,119,0,186.94,91.54,22246.29,91.54,209,11,95.0,101.12,186.94,2238.26,Medium,Shoulder,Shoulder,Standard,78.34,198.42,0.94,155.43,119,119,119,0.92,-0.0,Ahead
2026-04-15,2026,4,Apr,16,2,Wednesday,0,,0,0,0,90,1,130,90,90,0,187.83,69.23,16905.12,69.23,180,40,81.82,76.84,187.83,1181.07,Medium,Shoulder,Shoulder,Standard,75.95,176.35,1.07,133.93,90,90,90,1.1,0.09,On Pace
2026-04-16,2026,4,Apr,16,3,Thursday,0,,0,0,0,0,0,220,190,190,0,187.82,86.36,35685.05,86.36,190,30,86.36,162.2,187.82,0.0,Low,Shoulder,Shoulder,Standard,67.91,178.84,1.05,121.44,190,190,190,0.93,0.08,On Pace
2026-04-17,2026,4,Apr,16,4,Friday,0,,0,0,0,0,0,220,172,172,0,197.71,78.18,34005.71,78.18,172,48,78.18,154.57,197.71,0.0,Low,Shoulder,Shoulder,Standard,77.8,185.49,1.07,144.31,172,172,172,0.95,0.02,Behind
2026-04-18,2026,4,Apr,16,5,Saturday,1,,0,0,0,0,0,220,153,153,0,180.55,69.55,27624.03,69.55,153,67,69.55,125.56,180.55,0.0,Low,Shoulder,Shoulder,Standard,67.5,185.53,0.97,125.23,153,153,153,1.12,0.09,Behind
2026-04-19,2026,4,Apr,16,6,Sunday,1,,0,0,0,0,0,220,151,151,0,180.7,68.64,27286.42,68.64,151,69,68.64,124.03,180.7,0.0,Low,Shoulder,Shoulder,Standard,69.0,191.26,0.94,131.97,151,151,151,1.12,0.03,On Pace
2026-04-20,2026,4,Apr,17,0,Monday,0,,0,0,0,0,0,220,187,187,0,196.44,85.0,36734.6,85.0,187,33,85.0,166.98,196.44,0.0,Low,Shoulder,Shoulder,Standard,76.64,198.18,0.99,151.88,187,187,187,0.86,0.05,On Pace
2026-04-21,2026,4,Apr,17,1,Tuesday,0,,0,0,0,0,0,220,206,206,0,192.81,93.64,39718.72,93.64,206,14,93.64,180.54,192.81,0.0,Low,Shoulder,Shoulder,Standard,72.39,207.3,0.93,150.06,206,206,206,0.93,-0.04,On Pace
2026-04-22,2026,4,Apr,17,2,Wednesday,0,,0,0,0,0,0,220,191,191,0,183.23,86.82,34996.78,86.82,191,29,86.82,159.08,183.23,0.0,Low,Shoulder,Shoulder,Standard,75.55,193.92,0.94,146.51,191,191,191,1.08,0.07,On Pace
2026-04-23,2026,4,Apr,17,3,Thursday,0,,0,0,0,0,0,220,200,200,0,183.02,90.91,36604.55,90.91,200,20,90.91,166.38,183.02,0.0,Low,Shoulder,Shoulder,Standard,68.9,194.06,0.94,133.7,200,200,200,0.96,0.09,On Pace
2026-04-24,2026,4,Apr,17,4,Friday,0,,0,0,0,0,0,220,160,160,0,195.43,72.73,31269.33,72.73,160,60,72.73,142.13,195.43,0.0,Low,Shoulder,Shoulder,Standard,77.94,208.36,0.94,162.4,160,160,160,0.98,-0.05,On Pace
2026-04-25,2026,4,Apr,17,5,Saturday,1,,0,0,0,0,0,220,199,199,0,188.64,90.45,37538.39,90.45,199,21,90.45,170.63,188.64,0.0,Low,Shoulder,Shoulder,Standard,67.52,188.14,1.0,127.04,199,199,199,1.11,0.0,On Pace
2026-04-26,2026,4,Apr,17,6,Sunday,1,,0,0,0,0,0,220,194,194,0,192.08,88.18,37262.57,88.18,194,26,88.18,169.38,192.08,0.0,Low,Shoulder,Shoulder,Standard,71.64,180.79,1.06,129.52,194,194,194,1.07,0.03,Behind
2026-04-27,2026,4,Apr,18,0,Monday,0,,0,0,0,50,1,170,163,163,0,206.71,95.88,33692.96,95.88,213,7,96.82,153.15,206.71,1527.56,Low,Shoulder,Shoulder,Standard,71.83,191.63,1.08,137.65,163,163,163,1.1,0.1,On Pace
2026-04-28,2026,4,Apr,18,1,Tuesday,0,,0,0,0,50,1,170,145,145,0,191.59,85.29,27781.15,85.29,195,25,88.64,126.28,191.59,2664.65,Low,Shoulder,Shoulder,Standard,71.85,193.97,0.99,139.37,145,145,145,0.94,0.1,On Pace
2026-04-29,2026,4,Apr,18,2,Wednesday,0,,0,0,0,0,0,220,166,166,0,194.51,75.45,32288.34,75.45,166,54,75.45,146.77,194.51,0.0,Low,Shoulder,Shoulder,Standard,74.73,203.0,0.96,151.69,166,166,166,1.05,-0.0,Ahead
2026-04-30,2026,4,Apr,18,3,Thursday,0,,0,0,0,0,0,220,194,194,0,193.79,88.18,37595.73,88.18,194,26,88.18,170.89,193.79,0.0,Low,Shoulder,Shoulder,Standard,70.46,189.15,1.02,133.28,194,194,194,0.95,-0.03,Behind
2026-05-01,2026,5,May,18,4,Friday,0,,0,0,0,0,0,220,206,206,0,195.39,93.64,40249.8,93.64,206,14,93.64,182.95,195.39,0.0,Low,Shoulder,Shoulder,Standard,70.0,189.49,1.03,132.65,206,206,206,1.12,0.04,Ahead
2026-05-02,2026,5,May,18,5,Saturday,1,,0,0,0,0,0,220,185,185,0,188.17,84.09,34812.31,84.09,185,35,84.09,158.24,188.17,0.0,Low,Shoulder,Shoulder,Standard,64.02,185.96,1.01,119.05,185,185,185,0.9,0.05,Behind
2026-05-03,2026,5,May,18,6,Sunday,1,,0,0,0,0,0,220,182,182,0,188.58,82.73,34321.83,82.73,182,38,82.73,156.01,188.58,0.0,Low,Shoulder,Shoulder,Standard,68.82,184.23,1.02,126.78,182,182,182,0.95,-0.02,Behind
2026-05-04,2026,5,May,19,0,Monday,0,,0,0,0,110,1,110,107,107,0,195.18,97.27,20884.04,97.27,217,3,98.64,94.93,195.18,2961.46,High,Shoulder,Shoulder,Standard,75.19,182.47,1.07,137.2,107,107,107,1.09,0.07,Ahead
2026-05-05,2026,5,May,19,1,Tuesday,0,,0,0,0,110,1,110,91,91,0,190.99,82.73,17379.74,82.73,201,19,91.36,79.0,190.99,2714.63,High,Shoulder,Shoulder,Standard,77.06,189.93,1.01,146.35,91,91,91,0.92,-0.01,Behind
2026-05-06,2026,5,May,19,2,Wednesday,0,,0,0,0,110,1,110,82,82,0,193.62,74.55,15876.47,74.55,192,28,87.27,72.17,193.62,3292.85,High,Shoulder,Shoulder,Standard,72.08,204.79,0.95,147.62,82,82,82,0.95,0.03,Ahead
2026-05-07,2026,5,May,19,3,Thursday,0,,0,0,0,0,0,220,184,184,0,201.59,83.64,37093.29,83.64,184,36,83.64,168.61,201.59,0.0,Low,Shoulder,Shoulder,Standard,73.8,190.98,1.06,140.94,184,184,184,1.08,0.05,Ahead
2026-05-08,2026,5,May,19,4,Friday,0,,0,0,0,0,0,220,200,200,0,185.85,90.91,37169.8,90.91,200,20,90.91,168.95,185.85,0.0,Low,Shoulder,Shoulder,Standard,75.04,173.09,1.07,129.89,200,200,200,0.94,0.03,Behind
2026-05-09,2026,5,May,19,5,Saturday,1,,0,0,0,0,0,220,168,168,0,181.59,76.36,30507.54,76.36,168,52,76.36,138.67,181.59,0.0,Low,Shoulder,Shoulder,Standard,70.07,195.36,0.93,136.88,168,168,168,0.97,0.01,Behind
2026-05-10,2026,5,May,19,6,Sunday,1,,0,0,0,0,0,220,170,170,0,170.22,77.27,28936.56,77.27,170,50,77.27,131.53,170.22,0.0,Low,Shoulder,Shoulder,Standard,70.03,163.03,1.04,114.16,170,170,170,1.05,-0.04,Behind
2026-05-11,2026,5,May,20,0,Monday,0,,0,0,0,48,1,172,149,149,0,186.42,86.63,27776.56,86.63,197,23,89.55,126.26,186.42,2207.13,Low,Shoulder,Shoulder,Standard,75.51,185.31,1.01,139.93,149,149,149,1.02,0.09,Ahead
2026-05-12,2026,5,May,20,1,Tuesday,0,,0,0,0,48,1,172,150,150,0,191.09,87.21,28663.36,87.21,198,22,90.0,130.29,191.09,2718.45,Low,Shoulder,Shoulder,Standard,75.57,200.87,0.95,151.79,150,150,150,0.95,0.06,Ahead
2026-05-13,2026,5,May,20,2,Wednesday,0,,0,0,0,48,1,172,123,123,0,201.63,71.51,24799.98,71.51,171,49,77.73,112.73,201.63,3186.58,Low,Shoulder,Shoulder,Standard,79.37,214.63,0.94,170.36,123,123,123,1.04,-0.05,Ahead
2026-05-14,2026,5,May,20,3,Thursday,0,,0,0,0,0,0,220,172,172,0,189.33,78.18,32565.22,78.18,172,48,78.18,148.02,189.33,0.0,Low,Shoulder,Shoulder,Standard,73.61,180.42,1.05,132.81,172,172,172,1.11,0.0,Behind
2026-05-15,2026,5,May,20,4,Friday,0,,0,0,0,0,0,220,173,173,0,186.55,78.64,32273.95,78.64,173,47,78.64,146.7,186.55,0.0,Low,Shoulder,Shoulder,Standard,73.45,200.96,0.93,147.61,173,173,173,0.95,-0.03,Ahead
2026-05-16,2026,5,May,20,5,Saturday,1,,0,0,0,0,0,220,196,196,0,174.69,89.09,34239.29,89.09,196,24,89.09,155.63,174.69,0.0,Low,Shoulder,Shoulder,Standard,64.12,185.9,0.94,119.21,196,196,196,1.14,-0.05,Behind
2026-05-17,2026,5,May,20,6,Sunday,1,,0,0,0,0,0,220,194,194,0,175.84,88.18,34112.3,88.18,194,26,88.18,155.06,175.84,0.0,Low,Shoulder,Shoulder,Standard,73.9,186.12,0.94,137.55,194,194,194,0.92,0.07,On Pace
2026-05-18,2026,5,May,21,0,Monday,0,,0,0,0,75,1,145,118,118,0,185.09,81.38,21840.53,81.38,193,27,87.73,99.28,185.09,2077.12,Medium,Shoulder,Shoulder,Standard,70.52,175.42,1.06,123.71,118,118,118,0.89,0.04,On Pace
2026-05-19,2026,5,May,21,1,Tuesday,0,,0,0,0,75,1,145,137,137,0,185.07,94.48,25353.93,94.48,212,8,96.36,115.25,185.07,1452.99,Medium,Shoulder,Shoulder,Standard,80.82,190.1,0.97,153.63,137,137,137,0.89,-0.04,Ahead
2026-05-20,2026,5,May,21,2,Wednesday,0,,0,0,0,75,1,145,129,129,0,204.28,88.97,26351.9,88.97,204,16,92.73,119.78,204.28,3615.67,Medium,Shoulder,Shoulder,Standard,69.54,192.42,1.06,133.8,129,129,129,1.09,0.1,Behind
2026-05-21,2026,5,May,21,3,Thursday,0,,0,0,0,0,0,220,193,193,0,207.08,87.73,39966.34,87.73,193,27,87.73,181.67,207.08,0.0,Low,Shoulder,Shoulder,Standard,70.11,207.39,1.0,145.41,193,193,193,1.02,0.03,On Pace
2026-05-22,2026,5,May,21,4,Friday,0,,0,0,0,0,0,220,152,152,0,195.28,69.09,29682.17,69.09,152,68,69.09,134.92,195.28,0.0,Low,Shoulder,Shoulder,Standard,77.33,201.91,0.97,156.13,152,152,152,0.93,0.11,Behind
2026-05-23,2026,5,May,21,5,Saturday,1,,0,0,0,0,0,220,165,165,0,190.32,75.0,31402.09,75.0,165,55,75.0,142.74,190.32,0.0,Low,Shoulder,Shoulder,Standard,70.31,196.55,0.97,138.21,165,165,165,0.88,0.03,Behind
2026-05-24,2026,5,May,21,6,Sunday,1,,0,0,0,0,0,220,175,175,0,193.35,79.55,33835.38,79.55,175,45,79.55,153.8,193.35,0.0,Low,Shoulder,Shoulder,Standard,72.55,186.52,1.04,135.32,175,175,175,1.01,0.04,Behind
2026-05-25,2026,5,May,22,0,Monday,0,,0,0,1,34,1,186,116,116,0,200.24,62.37,23228.17,62.37,150,70,68.18,105.58,200.24,2336.72,Low,Shoulder,Shoulder,Standard,67.41,214.99,0.93,144.92,116,116,116,0.87,0.06,Behind
2026-05-26,2026,5,May,22,1,Tuesday,0,,0,0,0,34,1,186,148,148,0,192.99,79.57,28562.8,79.57,182,38,82.73,129.83,192.99,2960.94,Low,Shoulder,Shoulder,Standard,73.9,193.38,1.0,142.91,148,148,148,0.99,0.07,On Pace
2026-05-27,2026,5,May,22,2,Wednesday,0,,0,0,0,34,1,186,149,149,0,196.43,80.11,29268.64,80.11,183,37,83.18,133.04,196.43,3483.39,Low,Shoulder,Shoulder,Standard,71.62,185.98,1.06,133.2,149,149,149,1.06,0.05,On Pace
2026-05-28,2026,5,May,22,3,Thursday,0,,0,0,0,0,0,220,156,156,0,192.51,70.91,30032.24,70.91,156,64,70.91,136.51,192.51,0.0,Low,Shoulder,Shoulder,Standard,69.97,178.7,1.08,125.04,156,156,156,1.15,0.09,Behind
2026-05-29,2026,5,May,22,4,Friday,0,,0,0,0,0,0,220,154,154,0,183.8,70.0,28305.8,70.0,154,66,70.0,128.66,183.8,0.0,Low,Shoulder,Shoulder,Standard,69.42,171.36,1.07,118.96,154,154,154,1.09,-0.01,Behind
2026-05-30,2026,5,May,22,5,Saturday,1,,0,0,0,0,0,220,143,143,0,178.94,65.0,25589.02,65.0,143,77,65.0,116.31,178.94,0.0,Low,Shoulder,Shoulder,Standard,65.5,181.57,0.99,118.92,143,143,143,0.9,0.03,Ahead
2026-05-31,2026,5,May,22,6,Sunday,1,,0,0,0,0,0,220,159,159,0,197.5,72.27,31403.17,72.27,159,61,72.27,142.74,197.5,0.0,Low,Shoulder,Shoulder,Standard,69.3,206.96,0.95,143.42,159,159,159,1.11,0.01,Ahead
2026-06-01,2026,6,Jun,23,0,Monday,0,,0,0,0,45,1,175,144,144,0,187.54,82.29,27005.53,82.29,189,31,85.91,122.75,187.54,3010.25,Low,Shoulder,Shoulder,Standard,67.53,184.93,1.01,124.89,144,144,144,0.96,0.06,Behind
2026-06-02,2026,6,Jun,23,1,Tuesday,0,,0,0,0,45,1,175,135,135,0,174.81,77.14,23598.94,77.14,180,40,81.82,107.27,174.81,1491.15,Low,Shoulder,Shoulder,Standard,67.32,170.47,1.03,114.77,135,135,135,1.04,0.08,Ahead
2026-06-03,2026,6,Jun,23,2,Wednesday,0,,0,0,0,45,1,175,127,127,0,185.45,72.57,23552.46,72.57,172,48,78.18,107.06,185.45,2172.61,Low,Shoulder,Shoulder,Standard,69.76,197.99,0.94,138.12,127,127,127,0.92,0.07,On Pace
2026-06-04,2026,6,Jun,23,3,Thursday,0,,0,0,0,0,0,220,160,160,0,179.9,72.73,28783.25,72.73,160,60,72.73,130.83,179.9,0.0,Low,Shoulder,Shoulder,Standard,68.87,165.85,1.08,114.22,160,160,160,1.13,0.03,Behind
2026-06-05,2026,6,Jun,23,4,Friday,0,,0,0,0,0,0,220,189,189,0,173.06,85.91,32707.46,85.91,189,31,85.91,148.67,173.06,0.0,Low,Shoulder,Shoulder,Standard,65.01,169.01,1.02,109.87,189,189,189,1.1,0.05,Behind
2026-06-06,2026,6,Jun,23,5,Saturday,1,,0,0,0,0,0,220,169,169,0,174.01,76.82,29407.42,76.82,169,51,76.82,133.67,174.01,0.0,Low,Soft,Soft,Promotional,57.38,162.82,1.07,93.42,169,169,169,1.05,0.02,Behind
2026-06-07,2026,6,Jun,23,6,Sunday,1,,0,0,0,0,0,220,154,154,0,164.93,70.0,25398.54,70.0,154,66,70.0,115.45,164.93,0.0,Low,Soft,Soft,Promotional,58.12,169.95,0.97,98.77,154,154,154,0.9,0.04,Behind
2026-06-08,2026,6,Jun,24,0,Monday,0,,0,0,0,65,1,155,93,93,0,163.98,60.0,15249.68,60.0,158,62,71.82,69.32,163.98,1117.56,Medium,Shoulder,Shoulder,Standard,63.64,164.64,1.0,104.78,93,93,93,1.06,0.01,Behind
2026-06-09,2026,6,Jun,24,1,Tuesday,0,,0,0,0,65,1,155,94,94,0,175.91,60.65,16535.7,60.65,159,61,72.27,75.16,175.91,1249.55,Medium,Shoulder,Shoulder,Standard,69.65,180.32,0.98,125.59,94,94,94,1.1,0.11,Behind
2026-06-10,2026,6,Jun,24,2,Wednesday,0,,0,0,0,65,1,155,98,98,0,182.13,63.23,17848.34,63.23,163,57,74.09,81.13,182.13,3186.03,Medium,Shoulder,Shoulder,Standard,59.94,185.18,0.98,111.0,98,98,98,0.96,0.08,Behind
2026-06-11,2026,6,Jun,24,3,Thursday,0,,0,0,0,0,0,220,185,185,0,157.86,84.09,29204.98,84.09,185,35,84.09,132.75,157.86,0.0,Low,Shoulder,Shoulder,Standard,61.85,157.03,1.01,97.12,185,185,185,1.13,0.06,On Pace
2026-06-12,2026,6,Jun,24,4,Friday,0,,0,0,0,0,0,220,178,178,0,168.57,80.91,30004.82,80.91,178,42,80.91,136.39,168.57,0.0,Low,Shoulder,Shoulder,Standard,66.56,175.85,0.96,117.05,178,178,178,0.93,0.08,On Pace
2026-06-13,2026,6,Jun,24,5,Saturday,1,,0,0,0,0,0,220,140,140,0,166.33,63.64,23286.49,63.64,140,80,63.64,105.85,166.33,0.0,Low,Soft,Soft,Promotional,64.63,160.07,1.04,103.46,140,140,140,0.98,0.03,Ahead
2026-06-14,2026,6,Jun,24,6,Sunday,1,,0,0,0,0,0,220,156,156,0,157.25,70.91,24531.7,70.91,156,64,70.91,111.51,157.25,0.0,Low,Soft,Soft,Promotional,59.75,148.29,1.06,88.6,156,156,156,1.08,-0.01,Behind
2026-06-15,2026,6,Jun,25,0,Monday,0,,0,0,0,55,1,165,110,110,0,183.78,66.67,20216.01,66.67,165,55,75.0,91.89,183.78,1179.57,Medium,Shoulder,Shoulder,Standard,59.76,190.47,0.96,113.83,110,110,110,1.08,-0.05,On Pace
2026-06-16,2026,6,Jun,25,1,Tuesday,0,,0,0,0,55,1,165,106,106,0,182.35,64.24,19328.72,64.24,161,59,73.18,87.86,182.35,2495.23,Medium,Shoulder,Shoulder,Standard,69.59,187.15,0.97,130.23,106,106,106,0.93,0.07,On Pace
2026-06-17,2026,6,Jun,25,2,Wednesday,0,,0,0,0,55,1,165,141,141,0,168.41,85.45,23745.87,85.45,196,24,89.09,107.94,168.41,2002.09,Medium,Shoulder,Shoulder,Standard,63.93,177.68,0.95,113.59,141,141,141,1.08,0.08,Behind
2026-06-18,2026,6,Jun,25,3,Thursday,0,,0,0,0,0,0,220,145,145,0,172.65,65.91,25033.93,65.91,145,75,65.91,113.79,172.65,0.0,Low,Shoulder,Shoulder,Standard,66.81,180.38,0.96,120.51,145,145,145,0.89,0.04,On Pace
2026-06-19,2026,6,Jun,25,4,Friday,0,,0,0,0,0,0,220,135,135,0,173.6,61.36,23435.8,61.36,135,85,61.36,106.53,173.6,0.0,Low,Shoulder,Shoulder,Standard,66.33,169.86,1.02,112.67,135,135,135,1.11,0.01,On Pace
2026-06-20,2026,6,Jun,25,5,Saturday,1,,0,0,0,0,0,220,164,164,0,170.88,74.55,28024.71,74.55,164,56,74.55,127.39,170.88,0.0,Low,Soft,Soft,Promotional,56.7,172.37,0.99,97.74,164,164,164,1.14,0.06,On Pace
2026-06-21,2026,6,Jun,25,6,Sunday,1,,0,0,0,0,0,220,157,157,0,159.32,71.36,25012.88,71.36,157,63,71.36,113.69,159.32,0.0,Low,Soft,Soft,Promotional,55.45,162.7,0.98,90.23,157,157,157,1.07,-0.03,Ahead
2026-06-22,2026,6,Jun,26,0,Monday,0,,0,0,0,45,1,175,106,106,0,160.94,60.57,17059.42,60.57,151,69,68.64,77.54,160.94,2889.9,Low,Shoulder,Shoulder,Standard,61.68,158.07,1.02,97.49,106,106,106,1.09,0.06,On Pace
2026-06-23,2026,6,Jun,26,1,Tuesday,0,,0,0,0,45,1,175,126,126,0,162.18,72.0,20434.19,72.0,171,49,77.73,92.88,162.18,2911.06,Low,Shoulder,Shoulder,Standard,59.38,150.66,1.08,89.46,126,126,126,1.09,-0.04,Ahead
2026-06-24,2026,6,Jun,26,2,Wednesday,0,,0,0,0,0,0,220,145,145,0,173.79,65.91,25199.55,65.91,145,75,65.91,114.54,173.79,0.0,Low,Shoulder,Shoulder,Standard,64.92,186.03,0.93,120.77,145,145,145,1.11,0.04,Behind
2026-06-25,2026,6,Jun,26,3,Thursday,0,,0,0,0,0,0,220,134,134,0,161.02,60.91,21576.05,60.91,134,86,60.91,98.07,161.02,0.0,Low,Shoulder,Shoulder,Standard,66.41,160.27,1.0,106.43,134,134,134,1.13,-0.04,Behind
2026-06-26,2026,6,Jun,26,4,Friday,0,,0,0,0,0,0,220,170,170,0,168.3,77.27,28610.61,77.27,170,50,77.27,130.05,168.3,0.0,Low,Shoulder,Shoulder,Standard,66.17,179.19,0.94,118.57,170,170,170,1.1,-0.03,Behind
2026-06-27,2026,6,Jun,26,5,Saturday,1,,0,0,0,0,0,220,167,167,0,170.11,75.91,28408.91,75.91,167,53,75.91,129.13,170.11,0.0,Low,Soft,Soft,Promotional,59.8,178.26,0.95,106.6,167,167,167,0.92,0.09,On Pace
2026-06-28,2026,6,Jun,26,6,Sunday,1,,0,0,0,0,0,220,141,141,0,174.4,64.09,24589.99,64.09,141,79,64.09,111.77,174.4,0.0,Low,Soft,Soft,Promotional,62.34,171.66,1.02,107.01,141,141,141,0.89,0.07,Behind
2026-06-29,2026,6,Jun,27,0,Monday,0,,0,0,0,0,0,220,179,179,0,186.9,81.36,33454.93,81.36,179,41,81.36,152.07,186.9,0.0,Low,Shoulder,Shoulder,Standard,65.72,181.98,1.03,119.59,179,179,179,0.89,-0.03,On Pace
2026-06-30,2026,6,Jun,27,1,Tuesday,0,,0,0,0,0,0,220,142,142,0,188.57,64.55,26776.25,64.55,142,78,64.55,121.71,188.57,0.0,Low,Shoulder,Shoulder,Standard,60.84,180.83,1.04,110.02,142,142,142,1.02,-0.03,Behind
2026-07-01,2026,7,Jul,27,2,Wednesday,0,,0,0,0,0,0,220,133,133,0,166.45,60.45,22137.55,60.45,133,87,60.45,100.63,166.45,0.0,Low,Shoulder,Shoulder,Standard,59.03,157.91,1.05,93.22,133,133,133,0.88,0.06,On Pace
2026-07-02,2026,7,Jul,27,3,Thursday,0,,0,0,0,0,0,220,157,157,0,167.99,71.36,26375.09,71.36,157,63,71.36,119.89,167.99,0.0,Low,Shoulder,Shoulder,Standard,67.76,173.16,0.97,117.34,157,157,157,0.91,0.06,Behind
2026-07-03,2026,7,Jul,27,4,Friday,0,,0,0,0,0,0,220,142,142,0,171.37,64.55,24334.33,64.55,142,78,64.55,110.61,171.37,0.0,Low,Shoulder,Shoulder,Standard,65.75,177.32,0.97,116.59,142,142,142,1.03,-0.04,On Pace
2026-07-04,2026,7,Jul,27,5,Saturday,1,,0,0,1,0,0,220,118,118,0,166.81,53.64,19683.98,53.64,118,102,53.64,89.47,166.81,0.0,Low,Soft,Soft,Promotional,47.84,156.6,1.07,74.92,118,118,118,1.01,-0.03,On Pace
2026-07-05,2026,7,Jul,27,6,Sunday,1,,0,0,0,0,0,220,150,150,0,180.31,68.18,27046.31,68.18,150,70,68.18,122.94,180.31,0.0,Low,Soft,Soft,Promotional,61.16,171.89,1.05,105.13,150,150,150,0.87,-0.03,Ahead
