GEOID,checkpoint_year,child_population
0400600,2012,32339.0
0400630,2012,8.0
0400750,2012,2.0
0400840,2012,391.0
0400870,2012,202.0
0400960,2012,16512.0
0401050,2012,6433.0
0401080,2012,733.0
0401260,2012,120.0
0401290,2012,67.0
0401380,2012,11905.0
0401500,2012,7920.0
0401650,2012,142.0
0401680,2012,42401.0
0401710,2012,17226.0
0401920,2012,48.0
0402130,2012,39.0
0402190,2012,593.0
0402220,2012,246.0
0402250,2012,1025.0
0402370,2012,6109.0
0402400,2012,14085.0
0402430,2012,17730.0
0402490,2012,161.0
0402760,2012,326.0
0402790,2012,2494.0
0402820,2012,100.0
0403060,2012,10725.0
0403240,2012,8985.0
0403420,2012,29757.0
0403660,2012,153.0
0403900,2012,129.0
0403960,2012,16807.0
0404170,2012,135.0
0404230,2012,38275.0
0404290,2012,14012.0
0404320,2012,7424.0
0404380,2012,19495.0
0404440,2012,13058.0
0404500,2012,9324.0
0404530,2012,186.0
0404770,2012,1774.0
0404860,2012,222.0
0404920,2012,113.0
0405100,2012,9.0
0405190,2012,4121.0
0405220,2012,318.0
0405340,2012,317.0
0405400,2012,3983.0
0405430,2012,667.0
0405640,2012,1117.0
0405670,2012,7544.0
0405730,2012,57.0
0405760,2012,143.0
0405850,2012,722.0
0405880,2012,2300.0
0406000,2012,77.0
0406150,2012,263.0
0406210,2012,22609.0
0406300,2012,14421.0
0406360,2012,228.0
0406510,2012,270.0
0406630,2012,386.0
0406780,2012,458.0
0406900,2012,835.0
0406930,2012,2.0
0407020,2012,2550.0
0407080,2012,30820.0
0407140,2012,4.0
0407200,2012,2621.0
0407380,2012,4.0
0407500,2012,508.0
0407680,2012,20.0
0407770,2012,34.0
0407860,2012,525.0
0407890,2012,6600.0
0407920,2012,219.0
0408130,2012,1012.0
0408310,2012,26506.0
0408430,2012,84.0
0408460,2012,27.0
0408490,2012,5390.0
0408550,2012,2846.0
0408640,2012,538.0
0408820,2012,5315.0
0408880,2012,28.0
0409030,2012,7.0
0409060,2012,57908.0
0409090,2012,892.0
0409120,2012,115.0
0409360,2012,41.0
0409390,2012,846.0
0409510,2012,149.0
0409540,2012,26.0
0409570,2012,36.0
0409600,2012,23840.0
0400082,2012,12579.0
0400450,2012,36007.0
0400720,2012,1339.0
0401160,2012,1090.0
0401410,2012,20442.0
0401740,2012,23705.0
0403450,2012,87665.0
0405070,2012,6813.0
0406030,2012,296.0
0406330,2012,199210.0
0407530,2012,3557.0
0408340,2012,64781.0
0408520,2012,57097.0
0408910,2012,791.0
0409630,2012,53510.0
0400001,2012,9491.0
0400003,2012,4581.0
0400021,2012,3430.0
0400023,2012,2157.0
0400026,2012,1029.0
0400212,2012,1552.0
0400295,2012,13025.0
0400520,2012,550.0
0400680,2012,25778.0
0400790,2012,9627.0
0400910,2012,561.0
0401000,2012,700.0
0401180,2012,1295.0
0401330,2012,90.0
0401460,2012,11023.0
0401600,2012,2392.0
0401760,2012,5577.0
0401810,2012,2463.0
0401870,2012,61805.0
0401940,2012,6716.0
0402110,2012,732.0
0402320,2012,11497.0
0402530,2012,5817.0
0402600,2012,596.0
0402690,2012,47800.0
0402860,2012,19937.0
0402920,2012,18865.0
0403010,2012,6821.0
0403040,2012,3199.0
0403080,2012,599.0
0403150,2012,1456.0
0403200,2012,1892.0
0403290,2012,2614.0
0403310,2012,718.0
0403400,2012,57333.0
0403500,2012,2232.0
0403550,2012,187.0
0403730,2012,305.0
0403780,2012,21729.0
0403820,2012,3157.0
0403870,2012,12616.0
0403950,2012,1737.0
0403990,2012,10784.0
0404010,2012,500.0
0404060,2012,3354.0
0404280,2012,10922.0
0404410,2012,686.0
0404570,2012,1583.0
0404630,2012,21601.0
0404720,2012,14014.0
0404820,2012,655.0
0404970,2012,108074.0
0405030,2012,1927.0
0405320,2012,1178.0
0405460,2012,2300.0
0405530,2012,6869.0
0405820,2012,4018.0
0405930,2012,57567.0
0405980,2012,2469.0
0406070,2012,3943.0
0406120,2012,282.0
0406250,2012,52265.0
0406440,2012,1580.0
0406580,2012,3661.0
0406730,2012,8421.0
0406740,2012,2332.0
0406810,2012,9204.0
0406850,2012,601.0
0406870,2012,2937.0
0406960,2012,1950.0
0407130,2012,2501.0
0407170,2012,2385.0
0407240,2012,4221.0
0407300,2012,8108.0
0407430,2012,119.0
0407520,2012,6683.0
0407570,2012,41466.0
0407630,2012,39.0
0407700,2012,3785.0
0407750,2012,65151.0
0407820,2012,4353.0
0408020,2012,1075.0
0408080,2012,914.0
0408170,2012,28450.0
0408230,2012,594.0
0408280,2012,2261.0
0408410,2012,2076.0
0408600,2012,1373.0
0408680,2012,5181.0
0408800,2012,105846.0
0408850,2012,14701.0
0409160,2012,4053.0
0409190,2012,1362.0
0409250,2012,1631.0
0409310,2012,1428.0
0409430,2012,3368.0
0409460,2012,3159.0
0409733,2012,1747.0
0499997,2012,3202.0
0500001,2012,2011.0
0500006,2012,2073.0
0500009,2012,1566.0
0500012,2012,905.0
0500015,2012,6108.0
0500016,2012,901.0
0500017,2012,5017.0
0500019,2012,4537.0
0500020,2012,874.0
0500021,2012,646.0
0500023,2012,2392.0
0500026,2012,7746.0
0500028,2012,2297.0
0500029,2012,1569.0
0500030,2012,533.0
0500032,2012,1091.0
0500041,2012,771.0
0500042,2012,2278.0
0500043,2012,5858.0
0500044,2012,4156.0
0500045,2012,1490.0
0500046,2012,1510.0
0500047,2012,2661.0
0500048,2012,740.0
0500049,2012,3686.0
0500051,2012,453.0
0500065,2012,1438.0
0500067,2012,1272.0
0500068,2012,1056.0
0500070,2012,1347.0
0500071,2012,1033.0
0500072,2012,517.0
0500073,2012,762.0
0500076,2012,981.0
0500079,2012,1340.0
0500082,2012,1895.0
0500405,2012,1800.0
0502250,2012,4273.0
0502280,2012,728.0
0502430,2012,2941.0
0502550,2012,506.0
0502580,2012,2376.0
0502610,2012,1735.0
0502670,2012,798.0
0502700,2012,2061.0
0502730,2012,757.0
0502790,2012,1450.0
0502820,2012,624.0
0502880,2012,4030.0
0502960,2012,7529.0
0503030,2012,2151.0
0503060,2012,21604.0
0503090,2012,1210.0
0503150,2012,2653.0
0503240,2012,1632.0
0503300,2012,852.0
0503320,2012,5041.0
0503420,2012,581.0
0503450,2012,2033.0
0503480,2012,826.0
0503510,2012,418.0
0503630,2012,935.0
0503640,2012,2320.0
0503690,2012,12463.0
0503710,2012,1237.0
0503750,2012,13851.0
0503770,2012,813.0
0503840,2012,622.0
0503960,2012,849.0
0504020,2012,2435.0
0504050,2012,2279.0
0504080,2012,1322.0
0504110,2012,1245.0
0504170,2012,1089.0
0504200,2012,1422.0
0504350,2012,920.0
0504370,2012,729.0
0504380,2012,3658.0
0504410,2012,2351.0
0504560,2012,650.0
0504590,2012,16257.0
0504680,2012,780.0
0504740,2012,799.0
0504800,2012,2979.0
0504860,2012,806.0
0504890,2012,1313.0
0504930,2012,2793.0
0504980,2012,731.0
0505170,2012,811.0
0505190,2012,797.0
0505340,2012,835.0
0505410,2012,2375.0
0505430,2012,1908.0
0505470,2012,1237.0
0505500,2012,2184.0
0505550,2012,1043.0
0505580,2012,895.0
0505680,2012,6015.0
0505760,2012,1402.0
0505850,2012,1039.0
0505970,2012,1164.0
0506060,2012,3797.0
0506090,2012,2814.0
0506120,2012,15329.0
0506150,2012,1470.0
0506210,2012,1549.0
0506240,2012,587.0
0506270,2012,5356.0
0506330,2012,22940.0
0506360,2012,1346.0
0506420,2012,1455.0
0506540,2012,2387.0
0506630,2012,1237.0
0506690,2012,1579.0
0506840,2012,2827.0
0506870,2012,2012.0
0506900,2012,4080.0
0506930,2012,1909.0
0506990,2012,5238.0
0507110,2012,952.0
0507140,2012,604.0
0507170,2012,753.0
0507230,2012,754.0
0507290,2012,1219.0
0507320,2012,1486.0
0507350,2012,1847.0
0507380,2012,4776.0
0507410,2012,746.0
0507530,2012,1067.0
0507560,2012,2536.0
0507620,2012,840.0
0507680,2012,4019.0
0507710,2012,643.0
0507740,2012,868.0
0507770,2012,2260.0
0507840,2012,4555.0
0507860,2012,1181.0
0507890,2012,6025.0
0507920,2012,1128.0
0507990,2012,860.0
0508010,2012,996.0
0508040,2012,7268.0
0508130,2012,3639.0
0508240,2012,1037.0
0508280,2012,9825.0
0508340,2012,734.0
0508400,2012,1828.0
0508490,2012,760.0
0508610,2012,5898.0
0508640,2012,2136.0
0508670,2012,3908.0
0508700,2012,1432.0
0508730,2012,1354.0
0508940,2012,1321.0
0509000,2012,41618.0
0509060,2012,2622.0
0509150,2012,573.0
0509190,2012,765.0
0509240,2012,3950.0
0509270,2012,605.0
0509330,2012,1042.0
0509360,2012,2192.0
0509390,2012,6213.0
0509420,2012,729.0
0509480,2012,1450.0
0509510,2012,1314.0
0509540,2012,1562.0
0509570,2012,785.0
0509600,2012,836.0
0509630,2012,1806.0
0509720,2012,1055.0
0509750,2012,2857.0
0509780,2012,843.0
0509840,2012,2932.0
0509990,2012,846.0
0510080,2012,606.0
0510170,2012,806.0
0510200,2012,2512.0
0510260,2012,1175.0
0510290,2012,914.0
0510320,2012,1058.0
0510380,2012,2293.0
0510410,2012,747.0
0510440,2012,4566.0
0510560,2012,819.0
0510620,2012,746.0
0510680,2012,14826.0
0510920,2012,667.0
0510950,2012,2180.0
0510980,2012,500.0
0511010,2012,2529.0
0511070,2012,619.0
0511130,2012,1902.0
0511220,2012,962.0
0511340,2012,1125.0
0511370,2012,1450.0
0511610,2012,2760.0
0511700,2012,1195.0
0511730,2012,330.0
0511760,2012,2046.0
0511820,2012,1465.0
0511850,2012,36662.0
0511880,2012,1320.0
0511970,2012,22271.0
0512000,2012,1093.0
0512060,2012,8510.0
0512090,2012,1189.0
0512180,2012,513.0
0512210,2012,7226.0
0512420,2012,510.0
0512450,2012,6199.0
0512480,2012,661.0
0512510,2012,944.0
0512520,2012,3658.0
0512540,2012,1528.0
0512570,2012,865.0
0512630,2012,458.0
0512660,2012,28847.0
0512870,2012,666.0
0512930,2012,821.0
0512960,2012,2481.0
0513080,2012,4835.0
0513110,2012,7901.0
0513230,2012,1032.0
0513350,2012,926.0
0513380,2012,2843.0
0513410,2012,8695.0
0513530,2012,4295.0
0513560,2012,656.0
0513680,2012,2335.0
0513930,2012,4534.0
0514010,2012,1365.0
0514020,2012,1097.0
0514040,2012,633.0
0514140,2012,3506.0
0514370,2012,672.0
0514400,2012,777.0
0514430,2012,3680.0
0514490,2012,1148.0
0600006,2012,5224.0
0600012,2012,328.0
0601680,2012,437.0
0601710,2012,19238.0
0601890,2012,57.0
0601950,2012,20216.0
0601980,2012,159.0
0602100,2012,3559.0
0602160,2012,12888.0
0602220,2012,1120.0
0602250,2012,216.0
0602310,2012,29864.0
0602360,2012,443.0
0602370,2012,133.0
0602610,2012,57532.0
0602760,2012,845.0
0603000,2012,1751.0
0603060,2012,954.0
0603090,2012,506.0
0603180,2012,1880.0
0603270,2012,7509.0
0603420,2012,10535.0
0603480,2012,7156.0
0603630,2012,61352.0
0603720,2012,410.0
0603750,2012,588.0
0603780,2012,380.0
0603870,2012,433.0
0604080,2012,2058.0
0604200,2012,1629.0
0604260,2012,4292.0
0604350,2012,849.0
0604380,2012,7678.0
0604500,2012,254.0
0604530,2012,8823.0
0604560,2012,31.0
0604590,2012,185.0
0604650,2012,1795.0
0604800,2012,19023.0
0604860,2012,125.0
0604890,2012,88.0
0604980,2012,294.0
0605130,2012,2615.0
0605190,2012,5.0
0605220,2012,625.0
0605250,2012,10.0
0605280,2012,263.0
0605400,2012,610.0
0605490,2012,77.0
0605520,2012,208.0
0605580,2012,30599.0
0605640,2012,433.0
0605670,2012,3593.0
0605730,2012,67.0
0605790,2012,8088.0
0605910,2012,16429.0
0606000,2012,87.0
0606030,2012,687.0
0606060,2012,1489.0
0606090,2012,1105.0
0606100,2012,159.0
0606270,2012,9509.0
0606330,2012,1129.0
0606360,2012,12966.0
0606390,2012,36336.0
0606420,2012,98.0
0606480,2012,6499.0
0606510,2012,142.0
0606540,2012,251.0
0606570,2012,6469.0
0606690,2012,305.0
0606720,2012,781.0
0606750,2012,3458.0
0606810,2012,39860.0
0606960,2012,154.0
0607140,2012,6345.0
0607170,2012,649.0
0607200,2012,19899.0
0607260,2012,75.0
0607350,2012,19.0
0607410,2012,217.0
0607470,2012,2433.0
0607680,2012,3564.0
0607740,2012,6678.0
0607770,2012,81.0
0607840,2012,237.0
0607950,2012,9513.0
0607980,2012,3529.0
0608070,2012,13348.0
0608250,2012,1461.0
0608340,2012,237.0
0608520,2012,4478.0
0608580,2012,599.0
0608610,2012,76115.0
0608640,2012,21.0
0608700,2012,372.0
0608730,2012,130.0
0608850,2012,108.0
0608880,2012,282.0
0609240,2012,46.0
0609270,2012,459.0
0609300,2012,940.0
0609330,2012,1184.0
0609450,2012,2180.0
0609480,2012,1290.0
0609510,2012,120.0
0609780,2012,4353.0
0609990,2012,2264.0
0610080,2012,36.0
0610230,2012,169.0
0610290,2012,36739.0
0610320,2012,1795.0
0610380,2012,914.0
0610440,2012,10179.0
0610710,2012,378.0
0610740,2012,11401.0
0610890,2012,16641.0
0610980,2012,20.0
0611130,2012,303.0
0611220,2012,4271.0
0611430,2012,341.0
0611490,2012,14815.0
0611550,2012,348.0
0611610,2012,110.0
0611670,2012,338.0
0611760,2012,4076.0
0611850,2012,19211.0
0611910,2012,7876.0
0611940,2012,2084.0
0612030,2012,11242.0
0612090,2012,20013.0
0612150,2012,502.0
0612360,2012,48.0
0612420,2012,20.0
0612600,2012,440.0
0612690,2012,7256.0
0612750,2012,15783.0
0612810,2012,7647.0
0612880,2012,43131.0
0612960,2012,26002.0
0613080,2012,7166.0
0613140,2012,27085.0
0613170,2012,2048.0
0613200,2012,3970.0
0613290,2012,5755.0
0613500,2012,13408.0
0613710,2012,42.0
0613740,2012,151.0
0613860,2012,44.0
0613980,2012,876.0
0614010,2012,1011.0
0614040,2012,18.0
0614130,2012,108.0
0614160,2012,1461.0
0614220,2012,11310.0
0614340,2012,698.0
0614370,2012,22437.0
0614490,2012,46.0
0614520,2012,467.0
0614700,2012,4601.0
0614730,2012,27601.0
0614790,2012,8399.0
0614910,2012,65.0
0614940,2012,10650.0
0614970,2012,71.0
0615000,2012,278.0
0615090,2012,706.0
0615390,2012,1636.0
0615450,2012,952.0
0615480,2012,221.0
0615510,2012,11614.0
0615600,2012,25.0
0615690,2012,987.0
0615780,2012,4513.0
0615810,2012,144.0
0615840,2012,1083.0
0615870,2012,1.0
0615990,2012,12.0
0616050,2012,16526.0
0616080,2012,6125.0
0616110,2012,176.0
0616260,2012,2376.0
0616300,2012,7374.0
0616320,2012,775.0
0616410,2012,985.0
0616470,2012,13276.0
0616530,2012,299.0
0616560,2012,333.0
0616570,2012,1488.0
0616620,2012,628.0
0616650,2012,1237.0
0616680,2012,21107.0
0616830,2012,2466.0
0616860,2012,1469.0
0617040,2012,3154.0
0617160,2012,335.0
0617190,2012,2844.0
0617340,2012,13263.0
0617490,2012,2664.0
0617520,2012,242.0
0617580,2012,41.0
0617620,2012,162.0
0617640,2012,59.0
0617760,2012,569.0
0617850,2012,15619.0
0617880,2012,799.0
0618030,2012,16042.0
0618120,2012,268.0
0618160,2012,132.0
0618240,2012,19.0
0618270,2012,8.0
0618510,2012,361.0
0618660,2012,507.0
0618690,2012,1128.0
0618730,2012,2173.0
0618780,2012,761.0
0618810,2012,43.0
0618840,2012,5142.0
0618870,2012,17096.0
0619050,2012,332.0
0619140,2012,814.0
0619170,2012,258.0
0619200,2012,1001.0
0619230,2012,21.0
0619380,2012,2284.0
0619410,2012,325.0
0619440,2012,4797.0
0619590,2012,1542.0
0619620,2012,2221.0
0619680,2012,5800.0
0619740,2012,1177.0
0619770,2012,816.0
0619800,2012,4081.0
0619860,2012,130.0
0619890,2012,845.0
0619920,2012,88.0
0619980,2012,70.0
0620010,2012,107.0
0620040,2012,887.0
0620160,2012,47.0
0620190,2012,13974.0
0620250,2012,30361.0
0620310,2012,6467.0
0620430,2012,117.0
0620460,2012,7634.0
0620490,2012,87.0
0620520,2012,692.0
0620610,2012,185.0
0620700,2012,560.0
0620730,2012,2774.0
0620760,2012,771.0
0620790,2012,10252.0
0620850,2012,6047.0
0620880,2012,34361.0
0620910,2012,3403.0
0621090,2012,436.0
0621180,2012,477.0
0621210,2012,13497.0
0621240,2012,722.0
0621330,2012,8875.0
0621360,2012,7504.0
0621420,2012,9220.0
0621450,2012,6644.0
0621480,2012,355.0
0621540,2012,436.0
0621570,2012,314.0
0621660,2012,51.0
0621900,2012,114.0
0621930,2012,8748.0
0621960,2012,100.0
0621990,2012,3913.0
0622170,2012,5074.0
0622320,2012,261.0
0622350,2012,693.0
0622380,2012,2919.0
0622560,2012,4698.0
0622650,2012,10204.0
0622830,2012,7052.0
0622890,2012,4403.0
0622920,2012,273.0
0622950,2012,1029.0
0623010,2012,8036.0
0623040,2012,776.0
0623130,2012,515.0
0623430,2012,16998.0
0623460,2012,23.0
0623550,2012,218.0
0623670,2012,40.0
0623700,2012,268.0
0623760,2012,237.0
0623800,2012,273.0
0623970,2012,2062.0
0624000,2012,3133.0
0624180,2012,2343.0
0624210,2012,226.0
0624300,2012,3970.0
0624330,2012,21.0
0624360,2012,1365.0
0624390,2012,518.0
0624540,2012,21699.0
0624570,2012,6237.0
0624600,2012,25331.0
0624630,2012,372.0
0624690,2012,197.0
0624720,2012,880.0
0624780,2012,106.0
0624870,2012,7256.0
0624900,2012,4972.0
0624930,2012,439.0
0625020,2012,28.0
0625110,2012,89.0
0625130,2012,33085.0
0625290,2012,301.0
0625350,2012,631.0
0625380,2012,475.0
0625410,2012,226.0
0625500,2012,1147.0
0625650,2012,97.0
0625740,2012,3259.0
0625770,2012,11739.0
0625980,2012,3243.0
0626040,2012,1223.0
0626070,2012,234.0
0626130,2012,61.0
0626190,2012,16787.0
0626220,2012,6328.0
0626280,2012,13072.0
0626340,2012,51.0
0626400,2012,5836.0
0626430,2012,42.0
0626460,2012,157.0
0626670,2012,14556.0
0626820,2012,2548.0
0626970,2012,340.0
0627030,2012,483.0
0627040,2012,92.0
0627120,2012,411.0
0627180,2012,19797.0
0627300,2012,110.0
0627450,2012,7972.0
0627480,2012,889.0
0627510,2012,378.0
0627750,2012,79.0
0627780,2012,2579.0
0627810,2012,27621.0
0627840,2012,701.0
0627870,2012,78.0
0627900,2012,543.0
0627930,2012,860.0
0628080,2012,10013.0
0628140,2012,18968.0
0628170,2012,5147.0
0628320,2012,6383.0
0628470,2012,49601.0
0628500,2012,298.0
0628530,2012,599.0
0628680,2012,3408.0
0628710,2012,9012.0
0628830,2012,53.0
0628860,2012,4631.0
0628950,2012,283.0
0629100,2012,5315.0
0629160,2012,172.0
0629220,2012,35317.0
0629280,2012,1845.0
0629340,2012,98.0
0629400,2012,1578.0
0629430,2012,1088.0
0629540,2012,2209.0
0629580,2012,44574.0
0629670,2012,804.0
0629770,2012,14.0
0629790,2012,176.0
0630090,2012,86.0
0630180,2012,17163.0
0630230,2012,6762.0
0630390,2012,173.0
0630450,2012,3317.0
0630480,2012,958.0
0630510,2012,3351.0
0630520,2012,188.0
0630630,2012,1753.0
0630720,2012,2509.0
0630780,2012,3362.0
0630810,2012,141.0
0630840,2012,1572.0
0630870,2012,110.0
0630900,2012,187.0
0630930,2012,4178.0
0630960,2012,1544.0
0630990,2012,17329.0
0631020,2012,129.0
0631050,2012,812.0
0631140,2012,31.0
0631180,2012,1435.0
0631290,2012,1621.0
0631350,2012,289.0
0631380,2012,196.0
0631470,2012,1197.0
0631680,2012,686.0
0631740,2012,1313.0
0631830,2012,8.0
0631860,2012,10436.0
0631920,2012,210.0
0631950,2012,883.0
0631980,2012,5600.0
0632040,2012,7739.0
0632130,2012,23578.0
0632160,2012,3025.0
0632250,2012,259.0
0632310,2012,9301.0
0632340,2012,10.0
0632400,2012,352.0
0632430,2012,1280.0
0632520,2012,224.0
0632640,2012,8144.0
0632710,2012,1376.0
0632730,2012,712.0
0632760,2012,10933.0
0633210,2012,111.0
0633240,2012,6209.0
0633270,2012,293.0
0633330,2012,1601.0
0633390,2012,6813.0
0633480,2012,11885.0
0633510,2012,3327.0
0633570,2012,5693.0
0633600,2012,21998.0
0633660,2012,693.0
0633690,2012,280.0
0633900,2012,5968.0
0633930,2012,22849.0
0634050,2012,310.0
0634080,2012,268.0
0634230,2012,7254.0
0634290,2012,6302.0
0634770,2012,96.0
0634920,2012,27257.0
0635010,2012,1332.0
0635040,2012,1045.0
0635090,2012,9976.0
0635220,2012,9997.0
0635490,2012,30.0
0635590,2012,9596.0
0635730,2012,8444.0
0635790,2012,7654.0
0635810,2012,16765.0
0635880,2012,14086.0
0635910,2012,4574.0
0635940,2012,27.0
0635970,2012,29513.0
0636000,2012,1488.0
0636030,2012,7664.0
0636100,2012,256.0
0636180,2012,1977.0
0636210,2012,660.0
0636240,2012,33.0
0636330,2012,127.0
0636360,2012,372.0
0636420,2012,538.0
0636570,2012,462.0
0636660,2012,257.0
0636810,2012,22.0
0636960,2012,138.0
0636990,2012,8699.0
0637110,2012,973.0
0637140,2012,683.0
0637230,2012,1732.0
0637290,2012,5052.0
0637320,2012,1076.0
0637350,2012,1559.0
0637380,2012,21133.0
0637470,2012,576.0
0637560,2012,8712.0
0637650,2012,290.0
0637680,2012,97.0
0637710,2012,1949.0
0637770,2012,467.0
0637890,2012,6906.0
0637950,2012,7444.0
0638040,2012,289.0
0638130,2012,1884.0
0638220,2012,16422.0
0638250,2012,792.0
0638340,2012,906.0
0638430,2012,1142.0
0638460,2012,18763.0
0638550,2012,2899.0
0638670,2012,19437.0
0638700,2012,5029.0
0639060,2012,1786.0
0639180,2012,4518.0
0639210,2012,268.0
0639300,2012,985.0
0639600,2012,398.0
0639690,2012,160.0
0639720,2012,228.0
0639750,2012,68.0
0639870,2012,19686.0
0640200,2012,781.0
0640230,2012,981.0
0640260,2012,435.0
0640320,2012,11598.0
0640380,2012,437.0
0640410,2012,11.0
0640470,2012,924.0
0640650,2012,1864.0
0640680,2012,1086.0
0640710,2012,361.0
0640800,2012,599.0
0641040,2012,32577.0
0641130,2012,1712.0
0641220,2012,74.0
0641250,2012,7867.0
0641400,2012,7286.0
0641460,2012,558.0
0641610,2012,1208.0
0641790,2012,1801.0
0641820,2012,318.0
0641880,2012,4232.0
0641980,2012,743.0
0642060,2012,533.0
0642120,2012,17957.0
0642150,2012,20205.0
0642180,2012,589.0
0642210,2012,697.0
0642270,2012,209.0
0642330,2012,2231.0
0642420,2012,142.0
0642450,2012,16519.0
0642600,2012,122.0
0642630,2012,52.0
0642750,2012,422.0
0642810,2012,3216.0
0642900,2012,142.0
0642960,2012,3689.0
0642990,2012,2995.0
0643020,2012,3171.0
0643140,2012,1018.0
0643170,2012,1208.0
0643200,2012,4472.0
0643380,2012,2569.0
0601650,2012,22243.0
0602630,2012,105721.0
0602670,2012,7587.0
0602700,2012,9161.0
0602820,2012,113605.0
0603030,2012,8544.0
0605160,2012,2895.0
0605820,2012,8742.0
0605940,2012,3148.0
0606001,2012,2058.0
0606002,2012,210.0
0606003,2012,440.0
0606004,2012,6209.0
0606005,2012,18.0
0606006,2012,142.0
0606007,2012,46.0
0606008,2012,36.0
0606009,2012,341.0
0606010,2012,258.0
0606011,2012,355.0
0606012,2012,68.0
