RFP_ID,Status,Account_Name,Event_Name,Event_Type,Event_Format,Event_Configuration,Market_Segment,Organization_Industry,Lead_Source,Client_Priority,Inquiry_Date,Decision_Date,Decision_Days,Arrival_Date,Departure_Date,Nights,Lead_Time,Peak_Room_Block,Total_Room_Nights_Requested,Attendees,Has_Meeting_Space,Meeting_Spaces,Has_FnB_Requirements,Has_Special_Requirements,Response_Due_Days,Budget_Provided,Budget_Amount,Destinations_Considered,Forecasted_Occupancy,Baseline_ADR,Quoted_ADR,Proposed_Room_Revenue,Proposed_Meeting_Revenue,Proposed_FnB_Revenue,Proposed_Total_Revenue,Actual_Room_Nights,Actual_Room_Revenue,Actual_Meeting_Revenue,Actual_FnB_Revenue,Actual_Total_Revenue,Actual_Pickup_Rate,Actual_FnB_Per_Person,Lost_Reason,Year,Month,Num_Room_Types,Pct_Standard_Rooms,Pct_Premium_Rooms,Has_Suites,Rate_Spread,Min_Room_Rate,Max_Room_Rate,Suite_Rate,Standard_Rate,Peak_Night_Index,Night_Variance_Pct,Rooms_Night_1,Rooms_Night_2,Rooms_Night_3,Rooms_Night_4,Num_Meeting_Rooms,Num_Sessions,Num_Meeting_Days,Total_Meeting_Hours,Uses_Ballroom,Uses_Boardroom,Num_Setup_Styles,Primary_Setup,Max_AV_Level,Has_Premium_AV,Avg_AV_Level,Total_Room_Rental,Total_AV_Cost,Total_Session_FnB,Total_Meeting_Cost,Num_FnB_Types,Has_Dinner,Has_Reception,Has_Evening_Session,Full_Day_Pct,Avg_Room_Utilization
L-202302-85454,Lost,Global Industries,New Hire Orientation,Corporate,In-person,Full Package,Other,Other,Third-Party Planner,Medium,2022-12-03,2022-12-20,10,2023-02-14,2023-02-16,2,73,47,94,61,1,Half Ballroom,1,1,7,0.0,0.0,4,52.0,145.36,140.36,14472.68,5068.43,12201.2,31742.31,0,0.0,0.0,0.0,0.0,,0.0,Client Went Direct,2023,2,4,58.8,41.2,1,135.39,131.23,266.62,188.15,153.67,2,2.1,46,47,0,0,2,2,1,8,1,0,1,Classroom,2,0,1.72,1548.59,216,1728,4033.01,2,0,0,0,100.0,0.51
L-202302-23006,Lost,Manufacturing Alliance,Regional Team Meeting,Corporate,In-person,Full Package,Legal,Legal,Website,Medium,2022-12-15,2023-01-04,9,2023-02-20,2023-02-21,1,67,23,23,29,1,Breakout Room,1,0,11,0.0,0.0,3,52.3,150.5,146.11,3572.98,2712.74,2362.99,8648.71,0,0.0,0.0,0.0,0.0,,0.0,Space Not Adequate,2023,2,4,67.8,32.2,1,134.88,154.05,288.93,175.53,154.05,1,0.0,23,0,0,0,1,8,3,24,0,0,1,Classroom,0,0,0.44,399.15,0,0,767.51,0,0,0,0,0.0,0.72
L-202302-25157,Lost,Legal Society,Leadership Institute,Association,In-person,Full Package,Other,Other,RFP,Low,2022-05-31,2022-07-03,20,2023-02-20,2023-02-23,3,265,120,360,164,1,Grand Ballroom,1,0,13,1.0,47285.44,2,55.2,152.66,157.87,58435.42,9219.37,45599.01,113253.8,0,0.0,0.0,0.0,0.0,,0.0,Dates Not Available,2023,2,3,63.8,36.2,0,163.71,128.96,292.67,0.0,128.96,2,4.1,114,120,108,0,2,1,1,8,1,0,1,Classroom,2,0,1.96,3033.61,1371,2373,8636.66,3,0,0,0,0.0,0.68
L-202302-74340,Lost,Manufacturing Alliance,Customer Advisory Board,Corporate,Virtual,Full Package,Legal,Legal,RFP,Low,2023-01-18,2023-02-10,12,2023-02-21,2023-02-23,2,34,56,112,76,1,Half Ballroom,1,1,11,1.0,9108.06,3,53.9,160.35,146.69,16966.03,5304.4,13806.69,36077.12,0,0.0,0.0,0.0,0.0,,0.0,Space Not Adequate,2023,2,2,59.6,40.4,1,88.43,153.58,242.01,242.01,153.58,2,16.1,47,56,0,0,1,2,3,36,1,0,1,Classroom,2,0,1.58,1243.69,1469,318,2866.5,1,0,0,0,0.0,0.63
L-202302-70552,Lost,Technology Innovators,Leadership Summit,Corporate,In-person,Full Package,Finance,Finance,RFP,Low,2022-11-25,2022-12-17,9,2023-02-22,2023-02-23,1,89,40,40,44,1,Half Ballroom,1,0,13,0.0,0.0,1,54.1,148.76,138.09,6162.83,2685.6,3046.88,11895.31,0,0.0,0.0,0.0,0.0,,0.0,Lost to Competition,2023,2,3,63.6,36.4,1,131.43,153.79,285.22,173.06,173.06,1,0.0,40,0,0,0,1,2,1,8,1,0,1,Banquet,2,0,2.35,977.63,1118,0,3609.87,0,0,0,0,0.0,0.37
L-202302-45325,Lost,Financial Services Group,Leadership Summit,Corporate,In-person,Full Package,Finance,Finance,Cvent,High,2022-11-15,2022-12-03,8,2023-02-25,2023-02-26,1,102,62,62,68,1,Half Ballroom,1,1,10,0.0,0.0,4,54.4,154.32,150.1,8977.59,2658.57,5689.32,17325.48,0,0.0,0.0,0.0,0.0,,0.0,Canceled by Client,2023,2,2,51.8,48.2,1,69.48,146.28,215.76,215.76,215.76,1,0.0,62,0,0,0,2,5,3,36,1,0,1,Classroom,3,1,2.53,1495.39,152,3900,5447.52,4,1,1,1,100.0,0.57
L-202302-90301,Lost,Professional Services Group,Product Launch Event,Corporate,Hybrid,Rooms Only,Professional Services,Professional Services,Website,Medium,2022-12-18,2023-01-01,7,2023-02-25,2023-02-26,1,69,50,50,55,0,,0,0,7,0.0,0.0,4,62.6,149.51,152.48,8177.65,0.0,0.0,8177.65,0,0.0,0.0,0.0,0.0,,0.0,Client Went Direct,2023,2,4,73.4,26.6,1,109.45,135.12,244.57,244.57,135.12,1,0.0,50,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
L-202302-15383,Lost,Professional Services Group,New Hire Orientation,Corporate,Hybrid,Full Package,Professional Services,Professional Services,Sales Call,Medium,2022-10-20,2022-11-15,13,2023-02-26,2023-02-27,1,129,50,50,62,1,Half Ballroom,1,1,13,0.0,0.0,1,56.8,157.13,156.26,8323.09,2406.15,4818.28,15547.52,0,0.0,0.0,0.0,0.0,,0.0,Lost to Competition,2023,2,4,63.9,36.1,1,93.72,128.11,221.83,221.83,128.11,1,0.0,50,0,0,0,1,2,1,8,1,0,1,Classroom,2,0,2.41,1011.73,932,2052,4003.58,2,0,0,0,100.0,0.52
L-202303-52823,Lost,Pharmaceutical Partners,Sales Kickoff,Corporate,In-person,Full Package,Government,Government,Repeat Client,Medium,2022-12-25,2023-01-19,12,2023-03-03,2023-03-04,1,68,65,65,74,1,Half Ballroom,1,1,13,1.0,33823.0,4,79.0,190.08,193.24,9771.5,2773.64,6903.77,19448.91,0,0.0,0.0,0.0,0.0,,0.0,Canceled by Client,2023,3,4,53.7,46.3,1,74.15,141.96,216.11,216.11,141.96,1,0.0,65,0,0,0,1,1,1,8,1,0,1,Classroom,3,1,2.54,963.64,840,1504,2808.01,2,0,0,0,100.0,0.62
L-202303-85248,Lost,Insurance Federation,Certification Training,Association,In-person,Full Package,Association,Association,Website,Medium,2022-06-05,2022-07-10,25,2023-03-04,2023-03-07,3,272,10,30,13,1,Boardroom,1,1,10,0.0,0.0,3,73.1,183.14,178.78,4846.12,3532.45,4251.07,12629.64,0,0.0,0.0,0.0,0.0,,0.0,Rates Too High / Client Declined,2023,3,2,51.2,48.8,1,93.54,139.14,232.68,232.68,139.14,2,37.4,1,10,7,0,1,4,3,24,0,1,1,Boardroom,3,1,2.59,395.26,247,8088,8736.73,3,0,0,0,50.0,0.93
L-202303-63841,Lost,Industry Trade Group,Industry Forum,Association,Hybrid,Full Package,Education,Education,RFP,High,2022-07-08,2022-08-07,18,2023-03-08,2023-03-10,2,243,49,98,58,1,Half Ballroom,1,1,12,1.0,46716.38,2,62.3,150.52,143.07,14972.23,5036.74,9309.87,29318.84,0,0.0,0.0,0.0,0.0,,0.0,Budget Constraints,2023,3,4,71.8,28.2,1,139.69,132.43,272.12,229.03,132.43,2,18.4,40,49,0,0,1,1,2,8,1,0,1,Classroom,2,0,1.57,1264.15,1260,948,3609.87,2,0,0,0,0.0,0.48
L-202303-84000,Lost,TechCorp Solutions,Annual Sales Conference,Corporate,In-person,Full Package,Other,Other,Cvent,Low,2022-11-23,2022-12-09,9,2023-03-08,2023-03-09,1,105,21,21,23,1,Breakout Room,1,0,7,1.0,41701.94,2,62.3,161.79,149.92,3111.57,2464.33,1674.15,7250.05,0,0.0,0.0,0.0,0.0,,0.0,Dates Not Available,2023,3,4,71.3,28.7,1,102.4,135.92,238.32,238.32,146.56,1,0.0,21,0,0,0,1,2,2,24,0,0,1,Theater,0,0,0.08,450.24,0,4392,5139.62,3,0,0,0,100.0,0.57
L-202303-25220,Lost,TechCorp Solutions,Strategic Planning Retreat,Corporate,In-person,Full Package,Other,Other,Third-Party Planner,Medium,2022-11-29,2022-12-18,8,2023-03-10,2023-03-12,2,101,89,178,104,1,Half Ballroom,1,1,11,0.0,0.0,3,66.3,167.61,166.93,28458.1,8450.62,19145.59,56054.31,0,0.0,0.0,0.0,0.0,,0.0,Canceled by Client,2023,3,3,70.6,29.4,1,36.06,132.84,168.9,168.9,132.84,2,12.4,78,89,0,0,1,1,2,16,1,0,1,Theater,2,0,2.15,1380.35,820,874,2848.61,2,0,0,0,0.0,0.87
L-202303-62262,Lost,Social Event,Retirement Party,Wedding/Social,In-person,Rooms Only,Social,Social/Private,RFP,High,2022-09-20,2022-11-05,39,2023-03-11,2023-03-12,1,172,14,14,15,0,,1,0,7,1.0,53633.61,1,58.8,161.35,146.37,2247.17,0.0,0.0,2247.17,0,0.0,0.0,0.0,0.0,,0.0,Chose Another Venue,2023,3,4,50.1,49.9,1,109.02,135.12,244.14,244.14,151.32,1,0.0,14,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
L-202303-30232,Lost,Banking Consortium,Annual Sales Conference,Corporate,Hybrid,Full Package,Legal,Legal,Third-Party Planner,Medium,2022-12-21,2023-01-11,11,2023-03-14,2023-03-16,2,83,46,92,57,1,Half Ballroom,1,0,10,1.0,19635.74,3,63.3,155.09,160.74,14874.88,4530.57,9006.58,28412.03,0,0.0,0.0,0.0,0.0,,0.0,Space Not Adequate,2023,3,3,72.8,27.2,0,149.33,136.94,286.27,0.0,136.94,2,17.4,38,46,0,0,1,3,2,16,1,0,1,Theater,3,1,2.96,1232.98,1126,840,2817.66,1,0,0,0,50.0,0.47
L-202303-83620,Lost,Education Foundation,Certification Training,Association,Hybrid,Full Package,Association,Association,Third-Party Planner,Low,2022-06-15,2022-07-19,27,2023-03-19,2023-03-21,2,277,80,160,104,1,Half Ballroom,1,1,7,0.0,0.0,1,62.2,160.33,149.41,24488.21,5901.99,22269.07,52659.27,0,0.0,0.0,0.0,0.0,,0.0,Client Went Direct,2023,3,4,74.3,25.7,1,167.29,126.32,293.61,195.76,135.74,2,5.0,76,80,0,0,2,7,3,24,1,0,1,Classroom,0,0,0.03,1356.94,0,7938,9197.85,3,0,0,0,0.0,0.87
L-202303-18799,Lost,Pharmaceutical Partners,Executive Offsite,Corporate,In-person,Full Package,Government,Government,Third-Party Planner,Medium,2022-12-26,2023-01-11,8,2023-03-22,2023-03-24,2,86,38,76,51,1,Half Ballroom,1,0,8,0.0,0.0,4,65.8,157.17,162.51,11586.21,5252.13,7646.89,24485.23,0,0.0,0.0,0.0,0.0,,0.0,Chose Another Venue,2023,3,3,66.5,33.5,1,99.63,130.14,229.77,229.77,150.27,2,26.3,28,38,0,0,1,2,1,4,1,0,1,Classroom,3,1,2.75,1298.92,44,6296,7486.59,4,1,0,1,0.0,0.42
L-202303-27275,Lost,Heritage Travel,Historic Sites Tour,SMERF,In-person,Rooms Only,Association,Association,Sales Call,High,2023-02-05,2023-02-25,13,2023-03-22,2023-03-24,2,45,60,120,66,0,,1,1,7,0.0,0.0,1,61.3,153.56,139.32,17366.0,0.0,0.0,17366.0,0,0.0,0.0,0.0,0.0,,0.0,Lost to Competition,2023,3,4,73.0,27.0,1,97.11,140.4,237.51,237.51,140.4,2,11.7,53,60,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
L-202303-10371,Lost,Legal Society,Industry Forum,Association,In-person,Full Package,Other,Other,Sales Call,High,2022-10-20,2022-11-21,23,2023-03-26,2023-03-28,2,157,108,216,146,1,Grand Ballroom,1,1,9,0.0,0.0,3,62.6,159.77,166.59,33045.7,7421.39,26213.12,66680.21,0,0.0,0.0,0.0,0.0,,0.0,Canceled by Client,2023,3,2,70.4,29.6,1,81.9,147.6,229.5,229.5,147.6,2,6.5,101,108,0,0,2,2,2,16,1,0,1,Classroom,2,0,1.98,2140.61,1176,1340,4219.94,2,0,0,0,50.0,0.61
L-202304-75410,Lost,Industry Trade Group,Educational Seminar Series,Association,Virtual,Full Package,Education,Education,RFP,Low,2022-08-11,2022-09-01,14,2023-04-01,2023-04-04,3,233,76,228,92,1,Half Ballroom,1,0,7,1.0,5974.5,4,73.7,169.56,163.44,35235.52,7010.72,22288.95,64535.19,0,0.0,0.0,0.0,0.0,,0.0,Chose Another Venue,2023,4,4,62.7,37.3,0,139.57,136.59,276.16,0.0,154.34,2,6.1,73,76,65,0,2,1,1,8,1,0,1,Classroom,0,0,0.07,1351.14,0,380,2783.63,1,0,0,0,0.0,0.77
L-202304-90534,Lost,Volunteer Network,Charity Fundraiser,SMERF,In-person,Meeting Only,Education,Education,Cvent,Low,2023-01-03,2023-01-24,12,2023-04-05,2023-04-07,2,92,0,0,36,1,Breakout Room,0,0,9,0.0,0.0,4,80.1,166.48,0.0,0.0,3283.34,2695.83,5979.17,0,0.0,0.0,0.0,0.0,,0.0,Canceled by Client,2023,4,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,2,1,4,0,0,1,Classroom,3,1,2.85,488.31,215,3504,5232.72,3,0,0,0,50.0,0.9
L-202304-96787,Lost,Local School District,Band Competition,SMERF,In-person,Full Package,Other,Other,Referral,Medium,2022-11-25,2022-12-22,18,2023-04-10,2023-04-11,1,136,72,72,81,1,Half Ballroom,1,1,9,1.0,40125.33,3,73.5,170.7,154.36,11019.58,1928.29,3264.14,16212.01,0,0.0,0.0,0.0,0.0,,0.0,Chose Another Venue,2023,4,4,73.1,26.9,1,113.46,154.74,268.2,227.25,154.74,1,0.0,72,0,0,0,2,5,2,8,1,0,1,Theater,2,0,1.8,1728.35,771,5700,7249.65,3,0,0,0,0.0,0.68
L-202304-15706,Lost,Tour Operator Network,Architecture Tour Group,Corporate,In-person,Rooms Only,Legal,Legal,Cvent,Medium,2023-02-17,2023-03-05,9,2023-04-13,2023-04-15,2,55,35,70,38,0,,0,0,7,0.0,0.0,1,82.6,165.6,151.92,11078.83,0.0,0.0,11078.83,0,0.0,0.0,0.0,0.0,,0.0,Lost to Competition,2023,4,4,69.9,30.1,0,160.46,133.14,293.6,0.0,149.09,2,14.3,30,35,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
L-202304-81509,Lost,Personal Event,Graduation Celebration,Wedding/Social,In-person,Full Package,Social,Social/Private,RFP,Low,2022-09-05,2022-09-29,14,2023-04-16,2023-04-17,1,223,47,47,60,1,Half Ballroom,1,1,10,0.0,0.0,3,78.7,169.88,172.24,7718.35,2747.29,8927.6,19393.24,0,0.0,0.0,0.0,0.0,,0.0,Space Not Adequate,2023,4,2,72.5,27.5,1,81.21,158.95,240.16,240.16,240.16,1,0.0,47,0,0,0,1,2,1,12,1,0,1,Banquet,2,0,1.7,1103.05,1383,7630,12691.04,5,0,0,0,100.0,0.5
L-202304-83989,Lost,Consulting Network,Product Launch Event,Corporate,In-person,Full Package,Legal,Legal,Repeat Client,Medium,2023-02-20,2023-03-14,9,2023-04-22,2023-04-23,1,61,55,55,74,1,Half Ballroom,1,0,13,1.0,74908.51,2,78.1,171.74,166.05,9190.18,3399.65,5131.2,17721.03,0,0.0,0.0,0.0,0.0,,0.0,Lost to Competition,2023,4,2,57.0,43.0,1,62.15,169.04,231.19,231.19,231.19,1,0.0,55,0,0,0,1,5,2,8,1,0,1,Classroom,2,0,1.58,821.37,1156,8595,10729.9,3,0,0,0,50.0,0.62
L-202304-74382,Lost,Financial Services Group,Product Launch Event,Corporate,In-person,Full Package,Professional Services,Professional Services,Direct Inquiry,High,2022-11-21,2022-12-12,14,2023-04-23,2023-04-26,3,153,32,96,36,1,Breakout Room,1,1,7,0.0,0.0,4,82.1,167.42,166.4,13842.47,7684.44,8331.74,29858.65,0,0.0,0.0,0.0,0.0,,0.0,Chose Another Venue,2023,4,4,61.6,38.4,1,123.73,129.67,253.4,253.4,129.67,2,9.2,25,32,27,0,1,2,2,24,0,0,1,Theater,2,0,2.09,350.54,1094,972,3382.12,1,0,0,0,100.0,0.9
L-202304-15399,Lost,HR Professionals Network,Professional Development Symposium,Association,In-person,Full Package,Education,Education,Third-Party Planner,High,2022-06-30,2022-08-10,27,2023-04-27,2023-04-29,2,301,81,162,91,1,Half Ballroom,1,0,14,0.0,0.0,4,76.6,171.43,159.94,26384.78,6505.59,18282.98,51173.35,0,0.0,0.0,0.0,0.0,,0.0,Space Not Adequate,2023,4,2,67.9,32.1,0,1.69,151.79,153.48,0.0,153.48,2,7.4,75,81,0,0,1,7,3,24,1,0,1,Classroom,2,0,1.79,1101.9,288,21896,22718.34,4,1,0,1,0.0,0.76
L-202305-46569,Lost,Nonprofit Foundation,Youth Group Gathering,SMERF,In-person,Full Package,SMERF,SMERF,RFP,Medium,2022-12-21,2023-01-09,10,2023-05-07,2023-05-08,1,137,5,5,5,1,Boardroom,1,1,9,0.0,0.0,2,81.8,170.87,176.16,796.51,1026.88,188.45,2011.84,0,0.0,0.0,0.0,0.0,,0.0,Space Not Adequate,2023,5,4,51.6,48.4,1,141.6,131.86,273.46,192.29,131.86,1,0.0,5,0,0,0,1,4,2,16,0,1,1,Boardroom,3,1,2.87,315.2,579,3480,4707.07,2,0,0,0,100.0,0.36
L-202305-12009,Lost,Social Event,Retirement Party,Wedding/Social,In-person,Full Package,Social,Social/Private,Direct Inquiry,Low,2022-05-11,2022-06-10,16,2023-05-10,2023-05-11,1,364,24,24,33,1,Breakout Room,1,1,14,1.0,67821.3,4,79.9,172.88,156.66,3636.75,2628.88,4845.98,11111.61,0,0.0,0.0,0.0,0.0,,0.0,Chose Another Venue,2023,5,4,55.5,44.5,1,143.51,135.91,279.42,168.96,135.91,1,0.0,24,0,0,0,1,1,2,24,0,0,1,Banquet,1,0,0.97,445.58,337,0,3153.34,0,0,0,0,100.0,0.82
L-202305-60132,Lost,HR Professionals Network,Leadership Institute,Association,In-person,Full Package,Other,Other,Website,Low,2022-09-15,2022-10-13,21,2023-05-12,2023-05-16,4,239,72,288,97,1,Half Ballroom,1,1,7,0.0,0.0,3,92.5,191.24,192.85,42268.82,11310.42,42209.08,95788.32,0,0.0,0.0,0.0,0.0,,0.0,Client Went Direct,2023,5,3,50.6,49.4,1,70.55,153.98,224.53,224.53,153.98,2,6.2,71,72,71,61,1,5,2,16,1,0,1,Classroom,3,1,2.68,930.94,304,0,729.65,0,0,0,0,100.0,0.81
L-202305-82362,Lost,Social Event,Charity Gala,Wedding/Social,In-person,Full Package,Other,Other,Sales Call,High,2022-10-02,2022-11-16,36,2023-05-13,2023-05-14,1,223,7,7,9,1,Boardroom,1,0,9,0.0,0.0,4,93.8,194.15,178.33,1102.46,1808.47,1313.73,4224.66,0,0.0,0.0,0.0,0.0,,0.0,Client Went Direct,2023,5,2,63.2,36.8,0,128.86,155.06,283.92,0.0,155.06,1,0.0,7,0,0,0,1,1,1,8,0,1,1,Boardroom,1,0,0.7,362.13,1116,756,2450.2,3,0,0,0,50.0,0.64
L-202305-33040,Lost,Private Individual,Engagement Party,Wedding/Social,In-person,Rooms Only,Social,Social/Private,Direct Inquiry,High,2022-06-22,2022-08-06,41,2023-05-14,2023-05-15,1,326,14,14,15,0,,0,0,4,1.0,36485.79,2,88.8,188.57,183.72,1998.4,0.0,0.0,1998.4,0,0.0,0.0,0.0,0.0,,0.0,Client Went Direct,2023,5,2,63.3,36.7,1,37.72,150.96,188.68,188.68,150.96,1,0.0,14,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
